ms7182,meleana,si,1,september 29 1998,22,24,12,2,4,8
jg3898,jossie,guarneri,1,march 7 1994,78,135,8,2,3,5
kl3594,kaisleigh,lies,1,october 12 1992,69,85,13,1,4,7
hh6197,halsey,hinton,1,march 13 1998,109,127,11,2,2,4
ss9474,shreenika,steppe,1,may 21 1992,55,31,7,1,2,8
mh7503,malini,hanney,1,march 18 1995,47,96,6,2,3,1
ll8602,liliann,lapierre,1,june 25 1990,50,55,20,2,1,4
tm7987,taeden,moen,2,march 9 1993,62,80,12,1,3,8
zf2650,zan,fierros,2,may 2 1987,54,3,7,2,3,8
ns1882,nadeem,seraphin,2,april 18 1990,43,44,4,2,2,5
tb7808,tahirah,betty,1,september 2 1994,56,47,14,1,4,1
vb5546,verity,beaver,1,july 14 1988,5,100,20,2,4,7
bl4095,baer,lafontaine,2,august 20 1988,98,110,8,1,4,2
og8110,ozwald,guenthner,2,june 8 1991,65,35,15,2,1,8
fr7797,forrest,regalado,1,december 14 1986,34,50,3,1,2,3
db6636,dymir,barg,2,march 27 1998,51,52,2,1,4,7
ms4068,makda,schrupp,1,september 9 1999,56,23,1,1,1,6
tc1253,taysom,chapple,2,november 11 1986,108,32,18,2,2,4
js9661,jaxon,schrom,1,february 26 1993,114,93,1,2,3,3
af4119,alesandra,faraci,1,august 11 1992,113,60,11,2,4,6
sa1179,sayvon,askin,2,december 6 1988,91,52,6,2,2,3
dl4957,dawson,letts,1,april 6 1990,51,132,9,1,4,6
rl6393,rashaud,layfield,2,may 21 1998,84,72,20,2,1,1
bc3476,bohden,cashion,2,july 2 1994,44,133,7,1,2,2
fy2002,ford,yorke,2,july 19 1991,80,94,8,2,3,5
ac9338,adrin,colocho,2,january 25 1989,31,126,15,1,3,4
hf5732,hadlie,fockler,1,october 30 1990,31,89,17,2,4,7
kv6228,kayn,vallejos,2,april 17 1988,108,23,16,2,2,5
jl7685,jhenae,lutes,1,december 17 1989,115,90,11,1,1,6
yn1604,yuritzi,nina,1,december 24 1994,39,77,17,1,1,2
ss7780,saralynn,sowden,1,october 3 1988,113,67,8,2,3,1
jt1679,jadah,teasdale,1,april 21 1994,14,51,5,1,3,8
jm3556,jahlani,mitchener,2,december 12 1992,87,139,15,1,2,2
ki6369,kisha,ing,1,october 3 1990,36,102,15,2,4,2
tm4557,tauriel,mack,1,april 8 1999,44,4,19,2,4,1
aa7682,aubrii,albarracin,1,september 29 1989,74,96,13,1,2,1
tm2962,teylie,mccord,1,april 3 1999,105,134,12,2,4,8
ir8210,ilaya,rideaux,1,september 17 1994,71,132,4,1,1,6
fg5156,franklyn,gebhart,2,august 28 1990,72,3,19,1,3,7
ms2774,mariafernanda,sinegal,1,march 18 1994,47,133,8,2,4,5
jn2101,josedavid,northrup,2,july 3 1998,117,127,20,2,4,3
kr8435,kenard,rigney,2,october 7 1993,45,14,16,1,1,2
rl2723,ruweyda,landry,1,april 5 1989,72,104,16,1,1,3
md1531,marlee,downen,1,august 21 1985,60,114,5,1,2,6
mw6233,markos,waltz,2,july 19 1986,120,3,6,2,2,1
mm4410,masina,mullin,1,november 7 1997,113,119,5,2,3,2
dl5318,donta,lankford,2,june 3 1989,99,116,14,1,3,1
sk3136,sidney,kornacki,1,april 25 1996,76,140,13,2,2,6
jh8011,jaxen,honer,2,december 20 1985,51,36,6,2,3,2
cm5476,cereza,mcray,1,july 13 1997,83,126,7,1,2,8
ha6596,holliday,alameda,1,october 15 1997,50,85,9,2,2,6
em4039,eiley,mangin,1,june 13 1999,60,96,17,1,4,5
cl4679,caston,luthi,2,march 12 1995,55,48,17,1,3,7
yh8507,yidel,heal,2,january 28 1987,55,109,2,1,3,5
kd2819,kaylani,darbonne,1,february 5 1998,21,79,17,2,3,6
ks8741,kelby,saez,1,june 8 1990,76,93,19,2,3,1
ah6921,akyra,haverty,1,april 9 1997,1,17,7,1,4,1
kh8580,killian,huston,1,january 12 1986,85,9,4,2,3,8
mm2453,mohamedali,marquina,2,october 21 1993,84,20,10,2,1,5
bl4506,brinlyn,lally,1,april 4 1998,71,80,15,1,3,1
ab6682,amarachukwu,bader,1,august 3 1986,30,70,5,1,3,5
sw1627,shannon,williamson,1,june 9 1997,66,45,17,1,4,2
ew4782,elan,wyche,2,october 27 1988,5,28,9,1,1,7
kg6895,kiyanne,graney,1,june 14 1993,41,22,20,1,2,1
sl1103,starlett,lykes,1,march 22 1993,81,140,1,1,3,2
hc2715,harpergrace,creed,1,january 17 1990,62,32,11,2,2,3
dr4246,delrico,raghavan,2,july 14 1985,20,42,12,1,2,2
lb6537,laasya,bearden,1,september 6 1991,107,109,20,2,1,8
iv1937,indira,vail,1,february 24 1991,2,77,7,1,2,6
kr5440,kinari,rash,1,november 27 1986,2,135,3,2,1,1
cv6864,chessa,vallery,1,october 29 1994,114,130,5,1,1,5
kv9368,kartell,vlach,2,april 15 1995,92,115,13,2,1,8
ac6862,abiah,chand,1,april 30 1997,5,33,5,2,2,1
kd1687,kanari,dwyer,1,january 15 1987,79,132,13,2,1,3
gf9088,gaetano,frain,2,november 18 1992,54,120,2,1,1,5
ob1677,oaklea,brobst,1,june 7 1989,19,26,11,1,3,6
lc1719,lucianna,conn,1,august 14 1990,7,11,9,2,3,6
rl4950,raeden,ludden,2,august 5 1990,16,104,10,2,4,6
hm4613,hinsley,massman,1,june 6 1998,57,69,3,2,3,4
pn6476,pasleigh,nilsson,1,december 23 1990,90,69,16,1,1,2
bi7595,brogan,ivery,2,december 14 1996,6,74,3,2,3,8
eh8754,elisheba,heller,1,september 4 1986,33,64,3,2,2,7
ch5588,cherokee,hepworth,1,february 29 1987,102,58,13,2,2,4
la3575,lillionna,ace,1,january 1 1999,70,95,16,1,3,5
ja2835,jannat,astor,1,february 19 1997,63,55,2,1,1,6
ss4971,stellarose,sigel,1,june 17 1987,70,119,15,1,3,2
da9768,dawayne,arterburn,2,september 11 1991,19,67,16,1,1,2
dt8561,dishan,tringali,2,september 27 1998,108,88,7,2,1,8
bt2828,bayan,tauer,2,september 16 1993,25,7,4,1,4,2
mg3709,marlay,gilmer,1,august 30 1993,68,21,8,1,4,2
rt9302,reynolds,thrush,2,march 20 1986,12,45,9,1,4,3
lp5316,leilanirose,perezramirez,1,october 27 1998,93,103,16,2,2,8
bp3927,brandy,padilla,1,april 1 1986,59,54,10,1,1,4
ah7642,aaryansh,hase,2,september 7 1997,76,46,11,1,4,8
mk4752,myshawn,krentz,2,december 26 1989,118,11,6,1,4,7
ab1508,amani,bosquez,2,november 12 1994,68,137,16,2,3,6
tp9251,tadgh,pieri,2,february 12 1987,107,14,17,1,3,6
ck6631,collier,knaack,1,may 23 1988,89,80,4,2,3,3
cw7998,clarkson,wyles,2,october 6 1997,28,3,16,2,4,2
mf3077,mato,fenster,2,january 21 1998,99,71,18,2,1,2
gn9032,gwendolynn,nowak,1,february 16 1998,72,109,15,1,3,7
bh9024,brooklee,hunnicutt,1,december 8 1988,94,88,15,2,4,8
hc7272,haneen,cadavid,1,april 29 1988,50,111,15,1,3,2
te4601,tylin,eversole,1,october 10 1985,52,93,8,2,4,8
kh8554,kaylanee,houts,1,august 14 1993,83,20,19,1,2,7
ea9706,evalynn,alterman,1,march 10 1990,15,30,1,1,3,3
ss5147,steeley,soper,1,february 27 1986,3,84,14,2,2,5
ar1234,ayse,ryals,1,january 26 1985,109,25,20,1,2,2
kl4372,kairan,leal,2,may 23 1997,87,126,12,1,2,3
sb2070,shaniah,bommarito,1,june 9 1995,26,86,2,2,3,8
hl4334,hollyn,littler,1,february 4 1985,56,109,7,1,3,4
uw8224,urban,wagers,2,may 8 1988,25,2,16,2,1,2
sh1812,solana,hayse,1,june 3 1987,12,25,8,1,4,1
nt6672,nabeel,topete,2,july 8 1998,7,2,6,1,1,5
as6776,allen,stumph,1,june 7 1992,95,115,20,2,3,7
kb9072,kashden,beamish,2,april 11 1999,96,118,9,1,4,2
tb7113,tai,boy,2,november 5 1996,23,35,19,1,2,6
ep2733,emanuelle,phinney,1,april 9 1987,68,119,5,1,2,2
sw1503,star,wilcoxson,1,september 23 1991,46,54,1,1,3,4
tb5419,taylan,boyer,2,march 30 1991,46,33,5,1,1,2
te5716,taimane,eatmon,1,october 14 1997,29,10,2,2,3,4
km8070,kelsei,marciniak,1,december 4 1998,96,51,6,1,2,3
vm6157,varna,minson,1,february 10 1996,72,72,17,2,1,1
ao3126,aletha,ogata,1,january 6 1996,114,12,20,2,4,5
sn2906,shantall,narciso,1,september 21 1998,39,97,10,1,4,2
it7859,iviana,truman,1,october 16 1995,57,128,16,1,2,3
lo9172,lelah,osmond,1,august 6 1996,21,47,14,2,3,6
rb1199,ryliee,bohan,1,september 19 1994,48,20,12,1,1,4
lb9793,lakiyah,balcazar,1,june 16 1995,67,7,15,1,4,1
es7883,eastin,sims,2,november 16 1987,81,59,9,2,4,4
lh3746,leiyah,harjo,1,october 29 1991,57,15,9,2,4,6
st2519,strider,ton,2,november 21 1992,8,58,14,2,2,3
nf9406,neriyah,fenstermacher,1,february 12 1994,28,87,2,2,3,2
mb7025,munachi,barker,1,december 20 1989,81,61,16,2,3,7
av6278,amyrical,vaillancourt,1,august 1 1993,56,51,8,2,1,2
nw8452,nara,willett,1,october 12 1985,38,55,19,1,2,3
oa8662,orlagh,auguste,1,may 13 1997,103,20,3,2,2,5
zr2147,ziyanna,ryles,1,june 30 1985,97,56,19,2,3,1
bp1527,bronson,pingree,2,october 10 1990,61,126,9,2,2,3
kc5342,kaslyn,cresswell,1,november 8 1991,115,75,12,2,4,3
fk8562,flavia,klingman,1,december 14 1999,38,82,9,1,3,3
sw9187,sutton,whitehurst,2,may 27 1988,24,45,12,2,2,3
ac9610,adalai,corcoran,1,april 16 1986,56,129,6,1,3,5
cs4506,caden,scranton,2,march 2 1993,96,89,15,2,2,3
bp9632,bless,parlier,1,june 25 1990,40,5,11,2,2,3
mz5274,marilla,zuber,1,january 4 1988,35,53,6,1,2,4
ad8840,adilene,doescher,1,june 12 1987,54,110,9,1,1,5
ai6787,aislee,ibrahim,1,march 22 1994,45,137,16,1,2,8
km2044,kawsar,morefield,1,april 19 1985,43,62,10,2,2,4
ea1764,elios,albornoz,2,september 4 1994,1,75,15,2,1,6
jj8406,jeremiyah,jacobo,2,april 25 1988,31,57,8,1,4,8
jg1832,jane,goodsell,1,june 19 1993,8,88,9,2,4,3
lb3434,latoya,bolar,1,december 20 1992,21,14,19,2,4,1
pp7804,penn,piedra,1,september 4 1991,12,102,3,1,3,5
mw8680,mirra,wigley,1,january 4 1998,84,106,16,2,2,5
dd1414,donte,dogan,2,november 26 1988,79,81,11,2,3,7
tp6211,taren,parfait,2,july 19 1992,9,115,4,2,1,8
af6595,adylen,faries,1,december 16 1987,100,124,19,1,4,3
of2579,oluwatoni,facio,1,august 19 1990,7,132,4,2,2,4
vr3039,venice,rao,1,december 20 1985,27,108,1,1,1,3
kd6627,kacion,danielsen,2,december 21 1990,7,14,7,1,1,4
kt1171,kami,traverso,1,august 24 1996,108,111,8,1,3,7
ac6547,abriana,charters,1,june 9 1990,115,71,17,1,2,3
kh3231,kennie,havlik,1,may 14 1988,88,37,20,1,1,6
rc1599,rebel,check,2,february 16 1992,36,33,5,2,4,6
ac2721,anil,coonce,2,august 10 1999,46,44,18,1,4,8
jy1101,javarious,yeats,2,july 6 1987,33,24,12,1,4,3
tb4082,taelin,belter,1,may 30 1985,95,109,16,1,4,1
kb9704,kaileah,blumer,1,may 7 1987,94,48,8,2,3,6
aw4970,arjun,winters,2,may 23 1994,98,141,17,1,3,4
sf9958,sabian,first,2,july 5 1987,51,122,9,2,2,8
ca1461,cylas,arai,2,february 9 1995,75,137,1,2,3,1
lt1642,levana,tow,1,august 15 1986,119,92,13,1,3,7
ks6718,kadidja,silveria,1,july 20 1986,80,63,2,1,2,1
ad5851,awad,dorsey,2,february 20 1988,69,24,3,2,3,6
ka8900,kashdon,angeles,2,december 2 1994,30,130,12,2,2,6
bs8741,bryshon,sager,2,august 20 1998,7,56,8,2,1,6
bs2855,boone,stoughton,2,december 8 1987,13,63,8,1,4,1
rb3827,raiyan,brailsford,2,november 1 1987,61,61,19,2,3,8
cd3781,codie,drolet,2,february 6 1989,70,6,12,2,1,4
yb2314,yides,baldini,1,august 27 1993,116,37,3,2,3,5
ml5642,mishael,leventhal,2,october 23 1999,3,57,12,1,4,5
rr7327,rhealee,roesler,1,june 26 1989,32,88,8,2,4,7
nm7709,naimal,mixon,1,march 12 1994,107,30,5,1,4,3
kt2770,kiser,toops,2,april 11 1988,5,24,6,1,3,5
is7366,inola,shiels,1,april 22 1986,110,79,7,2,1,6
dr3555,diyan,riedl,2,may 18 1996,58,75,6,2,1,5
lz5738,lis,zhang,1,june 15 1994,29,133,7,2,3,1
kc3592,kaidynce,crombie,2,march 2 1985,100,43,3,1,4,3
ch8600,cope,hudspeth,2,november 9 1998,9,123,5,1,3,4
vw5128,venelope,willoughby,1,june 4 1994,60,105,8,2,2,4
el9292,euan,leibowitz,2,august 15 1988,109,12,20,2,2,3
jg2821,jovy,galeas,1,february 12 1999,32,127,15,2,2,5
ab9587,annalicia,boivin,1,june 21 1999,89,13,8,1,1,5
lm4863,lang,mullenix,2,march 25 1998,45,50,11,2,1,6
lg3039,lynnix,giorgi,1,july 20 1985,120,116,11,2,1,8
mr7106,merit,rauda,1,january 1 1989,48,25,2,2,4,7
kz8917,kenai,zellers,1,march 20 1998,4,89,16,2,4,2
cp2617,chadwick,porath,2,july 18 1996,110,57,1,2,3,2
sc8796,sadiq,cayton,2,october 7 1994,108,116,16,1,3,5
ra4080,ruhi,aymond,1,september 27 1997,7,67,1,2,1,6
dd1611,dimari,danek,2,january 5 1998,43,124,16,1,2,8
kp9593,kacy,pearlstein,1,may 28 1986,116,83,14,1,2,1
jw3928,joe,weatherman,2,november 28 1991,41,42,6,1,1,3
kw8956,kyzier,watts,2,december 19 1991,76,124,16,1,3,3
mh6680,maleia,havel,1,july 18 1992,9,133,20,1,3,5
nm8153,nashlie,mckeel,1,february 27 1995,76,12,2,1,3,1
gb6038,gorden,byars,2,october 7 1992,98,73,5,2,2,3
es9556,evony,schor,1,february 3 1985,48,119,16,1,4,7
sh5016,solomon,hille,2,march 20 1993,119,38,19,1,1,8
ak9914,analie,kalb,1,july 20 1989,45,115,12,2,3,7
jt5233,javayah,tinkler,1,january 11 1994,49,91,15,2,4,5
kw7303,kharie,wagler,1,november 22 1985,25,36,18,1,2,7
rw6558,reagan,wakeman,2,june 6 1988,89,62,13,1,3,6
jc4930,javonte,channel,2,november 11 1990,82,34,3,2,3,6
ml5143,marisa,leitz,1,march 26 1992,70,119,2,2,4,1
zf4826,zelie,fazekas,1,september 19 1991,113,64,12,2,1,5
mf2546,mayva,fasnacht,1,april 19 1995,45,23,4,2,1,7
gc5055,gwenavere,colledge,1,january 24 1996,58,34,14,2,1,5
pc1695,polette,carrier,1,december 8 1986,35,14,18,2,3,5
ih2252,indiya,holahan,1,august 6 1998,25,28,19,2,3,2
av7759,aloniab,velis,2,december 28 1985,62,19,5,2,2,6
sr7445,samarth,ringel,2,june 12 1988,33,61,8,1,2,2
pg8821,pranit,gresko,2,april 15 1992,63,49,11,2,1,1
mc6355,meryam,carollo,1,october 10 1998,85,91,12,1,3,4
sb8481,sugey,burley,1,october 5 1996,21,63,14,1,4,1
ba9977,brinsley,ahsan,1,february 1 1996,104,106,19,1,2,3
db1055,darby,barcenas,2,january 10 1993,9,138,7,2,2,6
ch2788,caidence,hubler,1,march 19 1992,60,121,12,2,2,7
vh1735,viridian,hibler,1,may 11 1986,80,19,18,1,1,6
bd7901,breann,dusek,1,april 3 1988,41,128,11,2,4,2
hb6182,hud,bramblett,2,may 8 1986,7,107,8,2,3,5
jl4182,jyaire,landis,2,may 15 1993,56,29,7,1,1,4
lk7535,lofton,kerins,2,february 15 1998,38,32,16,1,1,3
cs1163,chistopher,seelig,2,march 14 1991,17,52,9,1,1,2
jm3909,jerahmeel,micciche,2,july 25 1985,119,11,5,2,4,3
ml2943,matt,linan,2,august 2 1985,52,31,16,1,2,7
he9524,hadassa,emmerich,1,may 6 1994,75,20,1,1,3,2
tm3562,trashawn,machuca,2,february 26 1995,64,76,20,2,1,6
sa2940,scarlett,albino,2,january 14 1996,33,79,17,2,1,3
tt5286,trayce,tumblin,2,may 29 1985,33,21,4,2,2,4
yg7182,yar,gasca,1,april 16 1988,12,87,11,1,4,3
zc7068,zeal,connell,2,february 8 1996,17,27,16,2,1,4
ld5174,leydi,dimas,1,october 20 1997,84,126,18,1,2,4
dt2101,deari,thiel,1,july 2 1989,12,134,9,1,4,4
kb1083,kojo,brooking,2,september 14 1997,42,94,8,1,1,8
kr5370,kourtney,record,2,september 3 1988,21,26,16,1,3,8
oa6363,ozzy,alberti,1,january 9 1985,98,89,8,2,4,2
cb5292,carmelle,behn,1,june 30 1993,75,70,16,1,3,3
ko9866,khepri,ortiz,2,february 27 1994,70,139,5,1,1,8
tr4799,tovia,ragin,2,august 22 1990,7,73,10,1,2,5
ns6008,nnamdi,silvers,2,april 2 1995,101,40,1,1,2,8
lb2095,luisangel,blackburn,2,october 29 1997,94,104,19,1,4,2
rf4069,rashelle,fujiwara,1,august 18 1996,54,31,4,1,1,5
kb5187,keysi,beckley,1,august 1 1998,21,8,8,1,2,5
lt1286,leam,tinker,2,december 15 1987,94,74,13,1,4,1
mc4484,mikaya,casique,1,august 22 1986,25,68,14,2,2,7
db4971,darla,bucholtz,1,december 15 1992,116,120,12,1,4,3
rg4313,rumor,gora,1,april 21 1990,78,67,16,2,4,3
zc6139,zareena,cosper,1,april 27 1989,82,30,12,2,3,3
ld8106,lylianna,deridder,1,april 21 1988,94,87,1,2,4,6
ts8296,tyrel,sekula,2,april 20 1986,39,9,2,1,1,1
fb1545,fanta,benedict,1,january 10 1999,52,104,6,2,1,4
lj7569,lavayah,jahner,1,november 29 1995,40,119,5,2,3,1
bc9465,briar,cung,1,june 22 1988,64,110,1,2,1,8
hw6372,hadara,wolfram,1,july 5 1999,51,22,17,2,2,7
cb1864,callan,birkeland,2,december 14 1991,75,123,6,1,1,2
tm3808,trayvon,mcvicker,2,april 7 1998,14,132,10,2,3,4
bv5321,bellamy,vega,1,june 21 1987,92,100,2,1,4,3
sm3300,silvia,mcgeary,1,september 17 1987,57,61,6,1,3,1
hm2491,hewitt,murphree,2,august 15 1995,109,133,3,1,2,8
iw4405,ilham,walder,1,march 4 1985,6,15,1,1,3,2
fb2923,fulton,burstein,2,august 15 1985,70,59,4,2,2,7
cs8018,charlea,schrantz,1,august 30 1990,103,7,2,2,2,1
dd4319,daris,danielson,2,february 12 1985,41,143,9,1,1,1
rw8593,ricardo,wedgeworth,2,may 1 1997,58,107,6,2,3,8
mw7455,mele,wilker,1,march 20 1986,18,121,14,2,3,5
ef7205,evalyse,friedberg,1,july 15 1999,87,73,6,1,4,8
lc7706,livvy,cecchini,1,january 24 1991,97,73,17,2,3,5
ar7921,aslam,rooney,2,august 25 1989,33,98,20,1,1,8
sm6327,stormi,muldoon,1,february 23 1997,73,106,2,2,3,5
sd9537,syren,dorothy,1,april 15 1991,19,71,4,2,2,8
et5686,elleni,tse,1,december 6 1998,16,31,8,1,2,1
zc7682,zidaan,croskey,2,november 22 1999,66,25,1,2,2,4
mb6540,mackinley,berge,2,november 1 1999,83,50,12,1,1,2
jd1755,jalexi,dicken,1,february 24 1986,57,9,20,2,1,8
dm9203,donovin,montgomery,2,march 4 1993,56,55,15,1,3,1
ls9367,leul,sieck,2,june 15 1995,34,103,16,1,2,8
jv2549,jahleel,vanburen,2,july 5 1989,22,44,8,2,1,4
km9470,kipling,marro,2,february 3 1985,102,15,18,1,4,8
zl4896,zaylee,likens,1,february 18 1991,67,115,20,2,4,6
ta4086,tionne,agner,1,august 10 1998,15,79,7,1,1,2
mg3096,melisa,gathright,1,october 29 1989,110,120,1,1,2,7
ro9508,raelin,okafor,1,september 2 1986,47,4,10,1,1,4
kt5993,konnor,tassone,2,april 2 1988,42,58,6,1,4,1
zg9762,zac,gulla,2,april 6 1988,114,31,2,1,1,1
mo6049,macaulay,ouk,2,july 11 1993,117,82,18,2,3,8
qm3155,quamaine,mennella,2,january 19 1993,85,45,16,2,4,7
fr4161,forest,roble,1,may 28 1990,67,117,13,2,2,7
eb9011,eleni,berardi,1,may 16 1996,9,94,5,2,4,8
jd8467,jina,dirks,1,may 1 1989,77,128,20,2,1,1
to4378,teriyah,ottman,1,july 27 1998,68,109,3,1,3,6
nr7466,nile,radosevich,2,january 16 1992,77,30,4,1,4,8
es3174,eidan,sachdeva,2,october 27 1996,11,76,3,2,1,3
ap8236,anabel,penning,1,october 2 1993,110,121,13,2,2,5
km2394,kennon,mcclusky,2,march 1 1986,3,80,16,2,1,4
tp9002,toni,palmisano,2,february 10 1997,80,62,19,2,4,7
be8354,bronxx,eyman,2,december 4 1997,24,66,12,2,3,6
kl6102,khadeejah,linville,1,december 4 1996,8,41,4,1,3,5
am9754,ashai,matheson,2,november 8 1990,52,33,19,2,2,2
im6246,isha,mesidor,1,september 7 1991,117,42,15,2,3,3
ad6083,aarohi,diefenbach,1,march 12 1998,11,95,5,1,1,3
hu5023,hiroshi,usery,2,january 26 1990,105,58,4,2,4,2
mc7401,mohanad,chenevert,2,june 4 1993,48,27,13,2,4,4
mk3045,mattalyn,kozik,1,july 22 1985,37,136,7,2,2,2
ts7567,taren,shon,1,november 2 1991,100,71,1,1,2,3
gm6768,gerardo,milholland,2,september 27 1995,107,68,1,2,1,1
am6635,aritza,makela,1,october 27 1990,115,117,6,1,3,7
ap2963,arlan,phillip,2,january 10 1994,18,34,8,2,4,4
js7377,jenevie,saner,1,december 5 1990,18,72,16,2,3,7
ns4454,natia,saelee,1,may 11 1990,100,139,11,1,4,3
al8651,avee,lao,1,may 19 1998,9,24,3,2,4,4
ac3699,ata,crawshaw,2,december 11 1989,86,120,20,1,3,6
dc2661,dallana,cardosa,1,december 30 1990,36,133,6,2,4,4
mc2860,marwan,celentano,2,july 10 1997,119,75,14,2,3,2
cl8842,chiara,lowrey,1,october 8 1997,23,10,15,2,3,8
ms9909,mazlyn,solberg,1,october 20 1985,28,110,18,2,4,7
cs6997,courtney,sargsyan,2,october 26 1997,95,78,18,1,1,3
mj3502,mikenzie,jaros,1,may 30 1993,20,70,8,1,2,4
sl9883,skylah,lauren,1,march 6 1990,16,28,12,2,2,5
jm3819,joana,mathis,1,october 2 1992,85,121,14,2,2,3
jz9329,jalayna,zhai,1,august 7 1999,22,34,18,1,2,6
as4599,arien,schwartzkopf,2,january 1 1992,78,77,3,2,1,1
ph4745,peighton,hayslett,1,may 12 1993,80,133,12,1,3,3
ew5882,emmily,warneke,1,january 2 1994,32,56,9,2,3,6
sc6522,simir,carollo,2,june 16 1999,73,142,15,2,4,6
