tm7987,taeden,moen,m,march 9 1993,ivory_coast,magenta,nectarines,mac,/bin/ksh,update,07035a8a0d2288f9456649b44ba0c256  -
zf2650,zan,fierros,m,may 2 1987,hungary,aqua,cherries,windows,/bin/ksh,update,10ad0c03c901d620e5c21997703af421  -
ns1882,nadeem,seraphin,m,april 18 1990,finland,floral_white,blackberries,windows,/bin/csh,execute,3067759a71cfaa03098eafcaff8ac946  -
bl4095,baer,lafontaine,m,august 20 1988,serbia,pink,grapes,mac,/bin/tcsh,create,3844bb3dac30b0dd1a3d4353ee8989ec  -
og8110,ozwald,guenthner,m,june 8 1991,kazakhstan,dark_slate_blue,pears,windows,/bin/bash,update,96709bce562f3bb3ef18ff728d301d35  -
db6636,dymir,barg,m,march 27 1998,guatemala,green,avocados,mac,/bin/tcsh,select,1696bf2380f71bbc1906738bcf25cef4  -
tc1253,taysom,chapple,m,november 11 1986,thailand,dark_red,raspberries,windows,/bin/csh,drop,b1cde6ab5ace61c2d9ba2c62e11c4776  -
sa1179,sayvon,askin,m,december 6 1988,qatar,green,cantaloupe,windows,/bin/csh,delete,321a93002a0180ad03809a6304547c50  -
rl6393,rashaud,layfield,m,may 21 1998,norway,light_sea_green,watermelon,windows,/bin/bash,all,6081daf48662a0ec28aa8219f52bed52  -
bc3476,bohden,cashion,m,july 2 1994,france,thistle,cherries,mac,/bin/csh,create,921bcc26d9a3bff0339f1e7423235b36  -
fy2002,ford,yorke,m,july 19 1991,new_zealand,moccasin,grapes,windows,/bin/ksh,execute,b6ec18b0281e9530a2966b95c5a2d54d  -
ac9338,adrin,colocho,m,january 25 1989,cyprus,slate_blue,pears,mac,/bin/ksh,drop,b7c2082d7ac51de7dbb042fbefc8ec16  -
kv6228,kayn,vallejos,m,april 17 1988,thailand,dark_cyan,pineapple,windows,/bin/csh,execute,043a6eba4cfe0fa4ca3c5dca7abb68aa  -
jm3556,jahlani,mitchener,m,december 12 1992,philippines,web_maroon,pears,mac,/bin/csh,create,3a478a21c8f452329492129ef8d51a0e  -
fg5156,franklyn,gebhart,m,august 28 1990,luxembourg,aqua,strawberries,mac,/bin/ksh,select,73dd971e4a7cde9d3e9f5b52c57a6ffc  -
jn2101,josedavid,northrup,m,july 3 1998,uzbekistan,slate_gray,watermelon,windows,/bin/tcsh,delete,a4b9ca186ab358056fb0cead3265c1ae  -
kr8435,kenard,rigney,m,october 7 1993,georgia,cadet_blue,pineapple,mac,/bin/bash,create,e3abc50708b2a0285f98ce5114b04391  -
mw6233,markos,waltz,m,july 19 1986,zambia,aqua,cantaloupe,windows,/bin/csh,all,8c42690a259e7647b2fda5cc1ed17ed7  -
dl5318,donta,lankford,m,june 3 1989,singapore,rosy_brown,peaches,mac,/bin/ksh,all,3d66b845d252664af4945282954fc74b  -
jh8011,jaxen,honer,m,december 20 1985,guatemala,dark_slate_gray,cantaloupe,windows,/bin/ksh,create,b42cda5f51d3947a880d803e7c9de25c  -
cl4679,caston,luthi,m,march 12 1995,iceland,ghost_white,plums,mac,/bin/ksh,select,eb77502902e4c124f40548e7da8d89a5  -
yh8507,yidel,heal,m,january 28 1987,iceland,peru,avocados,mac,/bin/ksh,execute,850ddb53fc44b9e4f9d4156fb7dda64d  -
mm2453,mohamedali,marquina,m,october 21 1993,norway,crimson,limes,windows,/bin/bash,execute,27bcf9be058f7396aea7a6961a01b8eb  -
ew4782,elan,wyche,m,october 27 1988,australia,dark_magenta,lemons,mac,/bin/bash,select,5ac0c7abd3442e589a9f8b88c4877a8c  -
dr4246,delrico,raghavan,m,july 14 1985,burundi,dodger_blue,nectarines,mac,/bin/csh,create,b5916534ef17a1438b58abae9f848343  -
kv9368,kartell,vlach,m,april 15 1995,romania,red,oranges,windows,/bin/bash,update,d2c24cdefb0c7fbb1059bb8e31f3e4de  -
gf9088,gaetano,frain,m,november 18 1992,hungary,sandy_brown,avocados,mac,/bin/bash,execute,f9a227c630287e6a0c49e3c0ec8ef096  -
rl4950,raeden,ludden,m,august 5 1990,brazil,pale_green,limes,windows,/bin/tcsh,insert,f26a06a3b6efbce794c09d6720beb2bb  -
bi7595,brogan,ivery,m,december 14 1996,austria,light_slate_gray,bananas,windows,/bin/ksh,update,4e9982a57807dab46b11eb4d7aa779ee  -
da9768,dawayne,arterburn,m,september 11 1991,burkina_faso,light_goldenrod,pineapple,mac,/bin/bash,create,7c25435ebb8ea88373d2755d1129f40e  -
dt8561,dishan,tringali,m,september 27 1998,thailand,medium_spring_green,cherries,windows,/bin/bash,update,a42a932abcf9a41cd65dbfa074a16100  -
bt2828,bayan,tauer,m,september 16 1993,china,bisque,blackberries,mac,/bin/tcsh,create,6cc83583a9deea56aa3ef1b90c065d73  -
rt9302,reynolds,thrush,m,march 20 1986,belarus,forest_green,lemons,mac,/bin/tcsh,delete,b5267be2f5b4eb735ec4f7d1ec23724d  -
ah7642,aaryansh,hase,m,september 7 1997,mongolia,fuchsia,mangoes,mac,/bin/tcsh,update,2f64c9349e2aaf716f3bcdfe05c813d8  -
mk4752,myshawn,krentz,m,december 26 1989,venezuela,blue_violet,cantaloupe,mac,/bin/tcsh,select,997e5dcb45867ab26fef01785b067809  -
ab1508,amani,bosquez,m,november 12 1994,latvia,web_gray,pineapple,windows,/bin/ksh,insert,734d6e8deca87477b4bfa028de84e1f3  -
tp9251,tadgh,pieri,m,february 12 1987,tanzania,cadet_blue,plums,mac,/bin/ksh,insert,f354c3999544b7f3828c7c6116a6ab1c  -
cw7998,clarkson,wyles,m,october 6 1997,costa_rica,aqua,pineapple,windows,/bin/tcsh,create,8bb9e30e16f9e73475638e233fde8b00  -
mf3077,mato,fenster,m,january 21 1998,singapore,light_salmon,raspberries,windows,/bin/bash,create,3a431c40524b110d4c457dc8771e5cdc  -
kl4372,kairan,leal,m,may 23 1997,philippines,slate_blue,nectarines,mac,/bin/csh,delete,c5c59d2862aa8039b23221abb7d869fd  -
uw8224,urban,wagers,m,may 8 1988,china,antique_white,pineapple,windows,/bin/bash,create,435e7d77407a7f4fdc12ceb14af3ea67  -
nt6672,nabeel,topete,m,july 8 1998,azerbaijan,antique_white,cantaloupe,mac,/bin/bash,execute,9647cd63b2b46da28cc097d7007da0a5  -
kb9072,kashden,beamish,m,april 11 1999,san_marino,saddle_brown,lemons,mac,/bin/tcsh,create,1aab69dca9a159c4f68ba29e482d7be5  -
tb7113,tai,boy,m,november 5 1996,chad,dark_slate_blue,strawberries,mac,/bin/csh,insert,a5801fba17deabd7a38d08928d084dd7  -
tb5419,taylan,boyer,m,march 30 1991,germany,dark_salmon,blueberries,mac,/bin/bash,create,3f26296226c0ff755afac4cee0fdf8c4  -
es7883,eastin,sims,m,november 16 1987,niger,khaki,lemons,windows,/bin/tcsh,drop,fc8a829a81d11db08198080e1a3886e0  -
st2519,strider,ton,m,november 21 1992,bahamas,ivory,peaches,windows,/bin/csh,delete,b9c7ed6ec7a7f83c00a55cde33cadd15  -
bp1527,bronson,pingree,m,october 10 1990,italy,slate_blue,lemons,windows,/bin/csh,delete,f6da012157ae60a1e6dc1d96bef1b56a  -
sw9187,sutton,whitehurst,m,may 27 1988,chile,forest_green,nectarines,windows,/bin/csh,delete,68f2ffa9bbd5c93657e851d75e3a8142  -
cs4506,caden,scranton,m,march 2 1993,san_marino,medium_turquoise,pears,windows,/bin/csh,delete,e1e7dd290e7e9adbeab5ed1898bbbb1a  -
ea1764,elios,albornoz,m,september 4 1994,albania,light_steel_blue,pears,windows,/bin/bash,insert,81220c0f67e28d8b8ad1e877dc8ac94c  -
jj8406,jeremiyah,jacobo,m,april 25 1988,cyprus,indigo,grapes,mac,/bin/tcsh,update,0fa0b2bc2678a268dca0c46115a8fa69  -
dd1414,donte,dogan,m,november 26 1988,netherlands,maroon,mangoes,windows,/bin/ksh,select,f9dfab54cf41dafed50475a5dbcbb9c7  -
tp6211,taren,parfait,m,july 19 1992,bahrain,red,blackberries,windows,/bin/bash,update,a2571e66c7102b3d11a31066e98f42a7  -
kd6627,kacion,danielsen,m,december 21 1990,azerbaijan,cadet_blue,cherries,mac,/bin/bash,drop,231eb9273a7fad04079eaa4345460f51  -
rc1599,rebel,check,m,february 16 1992,ecuador,dark_salmon,blueberries,windows,/bin/tcsh,insert,22b37be21b90a2e90d0f72005717a3a9  -
ac2721,anil,coonce,m,august 10 1999,germany,floral_white,raspberries,mac,/bin/tcsh,update,ded46b69b0e516e831b451bfc3ee8db1  -
jy1101,javarious,yeats,m,july 6 1987,denmark,dark_goldenrod,nectarines,mac,/bin/tcsh,delete,81e827cafb6ed57646ece8318ba70641  -
aw4970,arjun,winters,m,may 23 1994,serbia,wheat,plums,mac,/bin/ksh,drop,309f2302b177f2226905dbdc27c1f3cb  -
sf9958,sabian,first,m,july 5 1987,guatemala,seashell,lemons,windows,/bin/csh,update,431835eeb939227b43f9784176b5dc27  -
ca1461,cylas,arai,m,february 9 1995,moldova,web_gray,apples,windows,/bin/ksh,all,ce16a5c8dda7d00a4f07322e88dd2fc3  -
ad5851,awad,dorsey,m,february 20 1988,liberia,dark_goldenrod,bananas,windows,/bin/ksh,insert,d695ba9bf43d7b1d76de698b5b29be9d  -
ka8900,kashdon,angeles,m,december 2 1994,cuba,steel_blue,nectarines,windows,/bin/csh,insert,827d1777fa43e5c879de823b8dfab437  -
bs8741,bryshon,sager,m,august 20 1998,azerbaijan,indian_red,grapes,windows,/bin/bash,insert,de5b66346e6936d99daca99680b71c40  -
bs2855,boone,stoughton,m,december 8 1987,belgium,lemon_chiffon,grapes,mac,/bin/tcsh,all,38e3406d411538164522ccbebbee8c46  -
rb3827,raiyan,brailsford,m,november 1 1987,italy,lavender_blush,strawberries,windows,/bin/ksh,update,68a1667021f7e134e963af82466ac27c  -
cd3781,codie,drolet,m,february 6 1989,liechtenstein,beige,nectarines,windows,/bin/bash,drop,27280efb9f4c94b163b5867e3b360786  -
ml5642,mishael,leventhal,m,october 23 1999,angola,indigo,nectarines,mac,/bin/tcsh,execute,96a0ff6518e6a0ea212b6d4e6a4a704d  -
kt2770,kiser,toops,m,april 11 1988,australia,dark_goldenrod,cantaloupe,mac,/bin/ksh,execute,9392a34bd9df0c2688a48b81cfc69498  -
dr3555,diyan,riedl,m,may 18 1996,iran,light_steel_blue,cantaloupe,windows,/bin/bash,execute,c65c10b0a6822a3aec6b2915ea8e39e9  -
kc3592,kaidynce,crombie,m,march 2 1985,slovakia,firebrick,bananas,mac,/bin/tcsh,delete,feea4a8bd9b7fcc71d81ef66d64efb0e  -
ch8600,cope,hudspeth,m,november 9 1998,bahrain,sienna,blueberries,mac,/bin/ksh,drop,f39d86887048c03012169c491d8bf90a  -
el9292,euan,leibowitz,m,august 15 1988,the_gambia,brown,watermelon,windows,/bin/csh,delete,d39dedf735ac4d982e4aa3165860e04b  -
lm4863,lang,mullenix,m,march 25 1998,georgia,goldenrod,mangoes,windows,/bin/bash,insert,0d92ca03feac55c693243f595fd94af8  -
cp2617,chadwick,porath,m,july 18 1996,trinidad_and_tobago,indigo,apples,windows,/bin/ksh,create,8b5ee0a6568d12ca7f4ce2b483361f0a  -
sc8796,sadiq,cayton,m,october 7 1994,thailand,rosy_brown,pineapple,mac,/bin/ksh,execute,93c60919e284b246a1b30948215b7485  -
dd1611,dimari,danek,m,january 5 1998,finland,silver,pineapple,mac,/bin/csh,update,bd9134bf671671e92077e3590de26e16  -
jw3928,joe,weatherman,m,november 28 1991,ethiopia,dodger_blue,cantaloupe,mac,/bin/bash,delete,edc8af7ac4dfe3faaa297e0b2dbd94cb  -
kw8956,kyzier,watts,m,december 19 1991,mongolia,silver,pineapple,mac,/bin/ksh,delete,db4abc59f059876706c7e902d376fb51  -
gb6038,gorden,byars,m,october 7 1992,serbia,light_sky_blue,blueberries,windows,/bin/csh,delete,81d1157a8cc323995b6ceb665e6d49b8  -
sh5016,solomon,hille,m,march 20 1993,vietnam,dark_violet,strawberries,mac,/bin/bash,update,4f2e9546a564bf4b5ed2083fc530971a  -
rw6558,reagan,wakeman,m,june 6 1988,portugal,lawn_green,oranges,mac,/bin/ksh,insert,40db0ac16729d82b4519b30ba47ac007  -
jc4930,javonte,channel,m,november 11 1990,nigeria,dark_sea_green,bananas,windows,/bin/ksh,insert,4a03a2e667a96d5fc954b8f807ac52bf  -
av7759,aloniab,velis,m,december 28 1985,ivory_coast,cornsilk,blueberries,windows,/bin/csh,insert,e5d4dbe10fc79ea2d914b3ce94727dfa  -
sr7445,samarth,ringel,m,june 12 1988,denmark,lavender_blush,grapes,mac,/bin/csh,create,896a891f1230bf8cc8e3b69c0185e42a  -
pg8821,pranit,gresko,m,april 15 1992,jamaica,gold,mangoes,windows,/bin/bash,all,90220d8d084a2aa7b720699bab9f981d  -
db1055,darby,barcenas,m,january 10 1993,bahrain,web_green,cherries,windows,/bin/csh,insert,19799ac94cf98f600945a80ec6ee2543  -
hb6182,hud,bramblett,m,may 8 1986,azerbaijan,papaya_whip,grapes,windows,/bin/ksh,execute,896c885837d5ba7b768a4af1c03a820d  -
jl4182,jyaire,landis,m,may 15 1993,india,dark_olive_green,cherries,mac,/bin/bash,drop,702724ca321a6859a2d4453a031a430e  -
lk7535,lofton,kerins,m,february 15 1998,el_salvador,dark_red,pineapple,mac,/bin/bash,delete,5cd65c68b2bfd9f227d96147c28d7321  -
cs1163,chistopher,seelig,m,march 14 1991,british_virgin_islands,green,lemons,mac,/bin/bash,create,7f0b850caf86861948cacebe1ec5064b  -
jm3909,jerahmeel,micciche,m,july 25 1985,vietnam,blue_violet,blueberries,windows,/bin/tcsh,delete,f6c4fb121ffb749df09fedc7beebd7bb  -
ml2943,matt,linan,m,august 2 1985,guyana,dark_orchid,pineapple,mac,/bin/csh,select,35f201f47628e6a1478ad907ab305ec4  -
tm3562,trashawn,machuca,m,february 26 1995,japan,light_yellow,watermelon,windows,/bin/bash,insert,d2c1aead45d94ee4e00328e0a79a19ae  -
sa2940,scarlett,albino,m,january 14 1996,denmark,linen,plums,windows,/bin/bash,delete,85cf1f16a35ec5a92cebe87fa2ac1027  -
tt5286,trayce,tumblin,m,may 29 1985,denmark,cyan,blackberries,windows,/bin/csh,drop,87df1e1224fcfa993e7fbda2110326e6  -
zc7068,zeal,connell,m,february 8 1996,british_virgin_islands,dark_khaki,pineapple,windows,/bin/bash,drop,801cbae15cd9b3d6c64e3c1aa53baf2b  -
kb1083,kojo,brooking,m,september 14 1997,fiji,moccasin,grapes,mac,/bin/bash,update,7a21ebca2db465812954a6b230cc5760  -
kr5370,kourtney,record,m,september 3 1988,canada,dark_green,pineapple,mac,/bin/ksh,update,6923e2d27db9bf481ea25ddf3c7e503f  -
ko9866,khepri,ortiz,m,february 27 1994,liechtenstein,web_maroon,blueberries,mac,/bin/bash,update,1e68c978ec7bbf7c0878cfb6a5649eeb  -
tr4799,tovia,ragin,m,august 22 1990,azerbaijan,light_sky_blue,limes,mac,/bin/csh,execute,bc51ad7ed43dde944f3889c278f6afdd  -
ns6008,nnamdi,silvers,m,april 2 1995,slovenia,deep_sky_blue,apples,mac,/bin/csh,update,330f636c3c0a6cc1399ca58125f791f0  -
lb2095,luisangel,blackburn,m,october 29 1997,rwanda,pale_green,strawberries,mac,/bin/tcsh,create,5ffe24b8f03ff9db67417a953f77c78e  -
lt1286,leam,tinker,m,december 15 1987,rwanda,light_slate_gray,oranges,mac,/bin/tcsh,all,d70db5ed1560a4366d5a42688fbe21fb  -
ts8296,tyrel,sekula,m,april 20 1986,eritrea,blanched_almond,avocados,mac,/bin/bash,all,f4e6e09aad0f23b349753d22561f8a67  -
cb1864,callan,birkeland,m,december 14 1991,moldova,sienna,cantaloupe,mac,/bin/bash,create,278d56f84b864ad156f06c4f9b1d436a  -
tm3808,trayvon,mcvicker,m,april 7 1998,bosnia_and_herzegovina,teal,limes,windows,/bin/ksh,drop,abf2c46d3902b9c6c888cef3a57a024c  -
hm2491,hewitt,murphree,m,august 15 1995,the_gambia,thistle,bananas,mac,/bin/csh,update,e53160c2947f6503a4a107f53cd387c8  -
fb2923,fulton,burstein,m,august 15 1985,liechtenstein,khaki,blackberries,windows,/bin/csh,select,738a78a9fbc409e1f776e0eef4e4a349  -
dd4319,daris,danielson,m,february 12 1985,ethiopia,white_smoke,lemons,mac,/bin/bash,all,0d20be74859c341f9c21de16de93a27b  -
rw8593,ricardo,wedgeworth,m,may 1 1997,iran,papaya_whip,cantaloupe,windows,/bin/ksh,update,a0a8a86526403217420104a16902265f  -
ar7921,aslam,rooney,m,august 25 1989,denmark,olive,watermelon,mac,/bin/bash,update,9eda034fd5242ad2d2eafe5424ed200f  -
zc7682,zidaan,croskey,m,november 22 1999,kenya,dark_gray,apples,windows,/bin/csh,drop,72ba03e8cec060010844a10d5d3f2e40  -
mb6540,mackinley,berge,m,november 1 1999,north_korea,goldenrod,nectarines,mac,/bin/bash,create,c5c496593156823c34d6a496a6f7d3f7  -
dm9203,donovin,montgomery,m,march 4 1993,india,hot_pink,pears,mac,/bin/ksh,all,9fa69dfad42a67931b0551d0865e8de5  -
ls9367,leul,sieck,m,june 15 1995,djibouti,pale_goldenrod,pineapple,mac,/bin/csh,update,951974f92224fccc567910f7d7fcef63  -
jv2549,jahleel,vanburen,m,july 5 1989,cayman_islands,floral_white,grapes,windows,/bin/bash,drop,e43ba71e91116c87bcfb6af0b792c1bf  -
km9470,kipling,marro,m,february 3 1985,south_africa,chartreuse,raspberries,mac,/bin/tcsh,update,e5b901f185ba430f6092dd489716abe9  -
kt5993,konnor,tassone,m,april 2 1988,fiji,ivory,cantaloupe,mac,/bin/tcsh,all,1fcf465143a717f896f536fea115ecc0  -
zg9762,zac,gulla,m,april 6 1988,ukraine,dark_orchid,avocados,mac,/bin/bash,all,1c18f70a757b0b710a9bddf845805da0  -
mo6049,macaulay,ouk,m,july 11 1993,uzbekistan,medium_aquamarine,raspberries,windows,/bin/ksh,update,8b4a539ac8a7611d06bbcddddd5319d1  -
qm3155,quamaine,mennella,m,january 19 1993,pakistan,forest_green,pineapple,windows,/bin/tcsh,select,2bb2a664c481f6ae025048388f0a7379  -
nr7466,nile,radosevich,m,january 16 1992,morocco,dark_orange,blackberries,mac,/bin/tcsh,update,fbe1cebbd3569eae7abc67366a1da8f4  -
es3174,eidan,sachdeva,m,october 27 1996,barbados,light_yellow,bananas,windows,/bin/bash,delete,4fb6655875ace8af21a7ec4a38afd199  -
km2394,kennon,mcclusky,m,march 1 1986,angola,magenta,pineapple,windows,/bin/bash,drop,a5b9c517f5575d9f5a30b1ec175e3692  -
tp9002,toni,palmisano,m,february 10 1997,new_zealand,lawn_green,strawberries,windows,/bin/tcsh,select,f25e8a8bbea73a53d6a767868a5f6fea  -
be8354,bronxx,eyman,m,december 4 1997,chile,light_cyan,nectarines,windows,/bin/ksh,insert,c7e8b1dfb28efe44d5cb6ca2dae5e6c3  -
am9754,ashai,matheson,m,november 8 1990,guyana,dark_salmon,strawberries,windows,/bin/csh,create,6fc176c02326cc10c9337af71f55e714  -
hu5023,hiroshi,usery,m,january 26 1990,sweden,ivory,blackberries,windows,/bin/tcsh,create,3369a609901bd5ad6a97906d370f82ec  -
mc7401,mohanad,chenevert,m,june 4 1993,great_britain,dark_khaki,oranges,windows,/bin/tcsh,drop,93f24dfdb0d58af4bfc1519cef47860c  -
gm6768,gerardo,milholland,m,september 27 1995,tanzania,light_gray,apples,windows,/bin/bash,all,6cec361ed9c813e4e132bf1c5f4661e6  -
ap2963,arlan,phillip,m,january 10 1994,bulgaria,dark_sea_green,grapes,windows,/bin/tcsh,drop,4ee9d023c8c6d1949dc8bf7f0530f5a5  -
ac3699,ata,crawshaw,m,december 11 1989,peru,sandy_brown,watermelon,mac,/bin/ksh,insert,6f1c3ece996704c1f2380c904e6d8db5  -
mc2860,marwan,celentano,m,july 10 1997,vietnam,light_steel_blue,peaches,windows,/bin/ksh,create,9a0b30a106f41cdf0a4d70d4edf79eb7  -
cs6997,courtney,sargsyan,m,october 26 1997,samoa,lime_green,raspberries,mac,/bin/bash,delete,a6101f66e47757f2717cd512f5800a1e  -
as4599,arien,schwartzkopf,m,january 1 1992,namibia,lime,bananas,windows,/bin/bash,all,96225fb1c4717e486dd30b45c65892d1  -
sc6522,simir,carollo,m,june 16 1999,malaysia,white,pears,windows,/bin/tcsh,insert,ab4b789c6de2877b7cd66fabcca51b19  -
gs4973,geno,slough,m,september 18 1997,czech_republic,light_gray,bananas,windows,/bin/tcsh,drop,6e5b607e9979a80e0910e3f92b8aa09b  -
st1053,shivaan,tapp,m,august 20 1985,poland,aqua,nectarines,mac,/bin/tcsh,delete,c17d4ffeedd714ed8eb7e28b8d5ab774  -
aj4576,agustin,jolin,m,july 27 1999,spain,medium_violet_red,lemons,mac,/bin/csh,select,824cfe48ab0f6a8f5561309a1e5aa304  -
sq1579,seleem,quan,m,august 14 1996,jamaica,dodger_blue,blueberries,windows,/bin/bash,create,13ecc4206ff8dc97b8be78e527ad207d  -
hc7123,harsh,corning,m,july 12 1992,algeria,white,blueberries,windows,/bin/tcsh,delete,14730976128aa13caea9a76bdd6251dc  -
jp7902,jebediah,posada,m,june 16 1996,tunisia,light_salmon,apples,mac,/bin/tcsh,all,86af9aab34480821fc665b5d6376d7e3  -
fb6402,fadi,busse,m,november 22 1987,san_marino,papaya_whip,grapes,windows,/bin/csh,delete,2de86f19ac41176401101dc883bcc9e5  -
ob5417,odell,barwick,m,august 21 1999,hungary,snow,nectarines,windows,/bin/ksh,execute,f470104eff714b8232abb6ec6bbf4c5d  -
dg7156,devan,guice,m,september 27 1989,colombia,medium_orchid,pineapple,mac,/bin/ksh,insert,dcf4aae80192ab00f828437f75c786e2  -
sc9265,shalin,consuegra,m,december 4 1995,angola,red,apples,windows,/bin/ksh,update,06c6fa04e533f3980202c5f6262f2826  -
iv9571,irie,valenta,m,september 16 1988,egypt,dark_orange,nectarines,windows,/bin/tcsh,drop,4dc68f66adc4a19af527e65dc4e3155e  -
rr5021,rickie,rupe,m,may 3 1988,belgium,light_cyan,limes,mac,/bin/ksh,select,b5539df271a492575d8acce4a6ebc04c  -
cc8699,cort,cornette,m,september 13 1992,estonia,lawn_green,cantaloupe,mac,/bin/bash,delete,e8d6377a3c291e06a129a555e0b2ed30  -
ec6663,emarius,cureton,m,september 5 1990,poland,white,blackberries,windows,/bin/ksh,select,543202e734dcb2b767c7ce54427910a6  -
kf1843,kaisei,fagg,m,august 30 1985,israel,burlywood,bananas,mac,/bin/bash,update,97419a73c58ebfd69e48467280a1b7bd  -
rs5737,rohnan,speirs,m,february 9 1987,chad,indian_red,plums,mac,/bin/csh,all,b01df85392e63c181260c792ae2605a4  -
eb8502,eden,byrnes,m,september 25 1995,ukraine,blue,strawberries,windows,/bin/csh,update,342566a23da26375cca0665ff6f878df  -
rn4499,rambo,newnam,m,may 30 1992,south_africa,hot_pink,cherries,windows,/bin/ksh,delete,8d71b395a55430ed40036176ace1383a  -
