cm5476,cereza,mcray,f,july 13 1997,north_korea,slate_blue,cherries,mac,/bin/csh,update
ha6596,holliday,alameda,f,october 15 1997,grenada,medium_purple,lemons,windows,/bin/csh,insert
em4039,eiley,mangin,f,june 13 1999,israel,navy_blue,plums,mac,/bin/tcsh,execute
kd2819,kaylani,darbonne,f,february 5 1998,canada,linen,plums,windows,/bin/ksh,insert
ks8741,kelby,saez,f,june 8 1990,mongolia,misty_rose,strawberries,windows,/bin/ksh,all
ah6921,akyra,haverty,f,april 9 1997,albania,coral,cherries,mac,/bin/tcsh,all
kh8580,killian,huston,f,january 12 1986,pakistan,blanched_almond,blackberries,windows,/bin/ksh,update
bl4506,brinlyn,lally,f,april 4 1998,lithuania,magenta,pears,mac,/bin/ksh,all
ab6682,amarachukwu,bader,f,august 3 1986,cuba,light_pink,blueberries,mac,/bin/ksh,execute
sw1627,shannon,williamson,f,june 9 1997,kenya,forest_green,plums,mac,/bin/tcsh,create
kg6895,kiyanne,graney,f,june 14 1993,ethiopia,dark_blue,watermelon,mac,/bin/csh,all
sl1103,starlett,lykes,f,march 22 1993,niger,web_purple,apples,mac,/bin/ksh,create
hc2715,harpergrace,creed,f,january 17 1990,ivory_coast,dark_red,mangoes,windows,/bin/csh,delete
lb6537,laasya,bearden,f,september 6 1991,tanzania,peru,watermelon,windows,/bin/bash,update
iv1937,indira,vail,f,february 24 1991,algeria,lime,cherries,mac,/bin/csh,insert
kr5440,kinari,rash,f,november 27 1986,algeria,turquoise,bananas,windows,/bin/bash,all
cv6864,chessa,vallery,f,october 29 1994,ukraine,steel_blue,blueberries,mac,/bin/bash,execute
ac6862,abiah,chand,f,april 30 1997,australia,dark_salmon,blueberries,windows,/bin/csh,all
kd1687,kanari,dwyer,f,january 15 1987,netherlands,teal,oranges,windows,/bin/bash,delete
ob1677,oaklea,brobst,f,june 7 1989,burkina_faso,dark_green,mangoes,mac,/bin/ksh,insert
lc1719,lucianna,conn,f,august 14 1990,azerbaijan,blue_violet,lemons,windows,/bin/ksh,insert
hm4613,hinsley,massman,f,june 6 1998,indonesia,light_green,bananas,windows,/bin/ksh,drop
pn6476,pasleigh,nilsson,f,december 23 1990,puerto_rico,light_green,pineapple,mac,/bin/bash,create
eh8754,elisheba,heller,f,september 4 1986,denmark,light_blue,bananas,windows,/bin/csh,select
ch5588,cherokee,hepworth,f,february 29 1987,south_africa,ivory,oranges,windows,/bin/csh,drop
la3575,lillionna,ace,f,january 1 1999,liechtenstein,navajo_white,pineapple,mac,/bin/ksh,execute
ja2835,jannat,astor,f,february 19 1997,jamaica,hot_pink,avocados,mac,/bin/bash,insert
ss4971,stellarose,sigel,f,june 17 1987,liechtenstein,salmon,pears,mac,/bin/ksh,create
mg3709,marlay,gilmer,f,august 30 1993,latvia,cyan,grapes,mac,/bin/tcsh,create
lp5316,leilanirose,perezramirez,f,october 27 1998,russia,pale_goldenrod,pineapple,windows,/bin/csh,update
bp3927,brandy,padilla,f,april 1 1986,ireland,honeydew,limes,mac,/bin/bash,drop
ck6631,collier,knaack,f,may 23 1988,portugal,magenta,blackberries,windows,/bin/ksh,delete
gn9032,gwendolynn,nowak,f,february 16 1998,luxembourg,peru,pears,mac,/bin/ksh,select
bh9024,brooklee,hunnicutt,f,december 8 1988,rwanda,medium_spring_green,pears,windows,/bin/tcsh,update
hc7272,haneen,cadavid,f,april 29 1988,grenada,plum,pears,mac,/bin/ksh,create
te4601,tylin,eversole,f,october 10 1985,guyana,misty_rose,grapes,windows,/bin/tcsh,update
kh8554,kaylanee,houts,f,august 14 1993,north_korea,crimson,strawberries,mac,/bin/csh,select
ea9706,evalynn,alterman,f,march 10 1990,botswana,dark_orange,apples,mac,/bin/ksh,delete
ss5147,steeley,soper,f,february 27 1986,angola,medium_orchid,peaches,windows,/bin/csh,execute
ar1234,ayse,ryals,f,january 26 1985,the_gambia,dark_gray,watermelon,mac,/bin/csh,create
sb2070,shaniah,bommarito,f,june 9 1995,chinese_taipei,medium_sea_green,avocados,windows,/bin/ksh,update
hl4334,hollyn,littler,f,february 4 1985,india,peru,cherries,mac,/bin/ksh,drop
sh1812,solana,hayse,f,june 3 1987,belarus,dark_gray,grapes,mac,/bin/tcsh,all
as6776,allen,stumph,f,june 7 1992,samoa,red,watermelon,windows,/bin/ksh,select
ep2733,emanuelle,phinney,f,april 9 1987,latvia,salmon,blueberries,mac,/bin/csh,create
sw1503,star,wilcoxson,f,september 23 1991,germany,honeydew,apples,mac,/bin/ksh,drop
te5716,taimane,eatmon,f,october 14 1997,croatia,blue,avocados,windows,/bin/ksh,drop
km8070,kelsei,marciniak,f,december 4 1998,san_marino,gray,cantaloupe,mac,/bin/csh,delete
vm6157,varna,minson,f,february 10 1996,luxembourg,light_sea_green,plums,windows,/bin/bash,all
ao3126,aletha,ogata,f,january 6 1996,ukraine,brown,watermelon,windows,/bin/tcsh,execute
sn2906,shantall,narciso,f,september 21 1998,eritrea,old_lace,limes,mac,/bin/tcsh,create
it7859,iviana,truman,f,october 16 1995,indonesia,snow,pineapple,mac,/bin/csh,delete
lo9172,lelah,osmond,f,august 6 1996,canada,gainsboro,peaches,windows,/bin/ksh,insert
rb1199,ryliee,bohan,f,september 19 1994,great_britain,crimson,nectarines,mac,/bin/bash,drop
lb9793,lakiyah,balcazar,f,june 16 1995,kuwait,bisque,pears,mac,/bin/tcsh,all
lh3746,leiyah,harjo,f,october 29 1991,indonesia,chartreuse,lemons,windows,/bin/tcsh,insert
nf9406,neriyah,fenstermacher,f,february 12 1994,costa_rica,medium_slate_blue,avocados,windows,/bin/ksh,create
mb7025,munachi,barker,f,december 20 1989,niger,lavender_blush,pineapple,windows,/bin/ksh,select
av6278,amyrical,vaillancourt,f,august 1 1993,india,gray,grapes,windows,/bin/bash,create
nw8452,nara,willett,f,october 12 1985,el_salvador,hot_pink,strawberries,mac,/bin/csh,delete
oa8662,orlagh,auguste,f,may 13 1997,south_korea,crimson,bananas,windows,/bin/csh,execute
zr2147,ziyanna,ryles,f,june 30 1985,sao_tome_and_principe,indian_red,strawberries,windows,/bin/ksh,all
kc5342,kaslyn,cresswell,f,november 8 1991,united_states,light_steel_blue,nectarines,windows,/bin/tcsh,delete
fk8562,flavia,klingman,f,december 14 1999,el_salvador,medium_aquamarine,lemons,mac,/bin/ksh,delete
ac9610,adalai,corcoran,f,april 16 1986,india,spring_green,cantaloupe,mac,/bin/ksh,execute
bp9632,bless,parlier,f,june 25 1990,estonia,azure,mangoes,windows,/bin/csh,delete
mz5274,marilla,zuber,f,january 4 1988,dominican_republic,green_yellow,cantaloupe,mac,/bin/csh,drop
ad8840,adilene,doescher,f,june 12 1987,hungary,pink,lemons,mac,/bin/bash,execute
ai6787,aislee,ibrahim,f,march 22 1994,georgia,web_gray,pineapple,mac,/bin/csh,update
km2044,kawsar,morefield,f,april 19 1985,finland,lawn_green,limes,windows,/bin/csh,drop
jg1832,jane,goodsell,f,june 19 1993,bahamas,medium_spring_green,lemons,windows,/bin/tcsh,delete
lb3434,latoya,bolar,f,december 20 1992,canada,cadet_blue,strawberries,windows,/bin/tcsh,all
pp7804,penn,piedra,f,september 4 1991,belarus,orchid,bananas,mac,/bin/ksh,execute
mw8680,mirra,wigley,f,january 4 1998,norway,pale_violet_red,pineapple,windows,/bin/csh,execute
af6595,adylen,faries,f,december 16 1987,slovakia,silver,strawberries,mac,/bin/tcsh,delete
of2579,oluwatoni,facio,f,august 19 1990,azerbaijan,teal,blackberries,windows,/bin/csh,drop
vr3039,venice,rao,f,december 20 1985,colombia,peach_puff,apples,mac,/bin/bash,delete
kt1171,kami,traverso,f,august 24 1996,thailand,plum,grapes,mac,/bin/ksh,select
ac6547,abriana,charters,f,june 9 1990,united_states,light_salmon,plums,mac,/bin/csh,delete
kh3231,kennie,havlik,f,may 14 1988,poland,dark_turquoise,watermelon,mac,/bin/bash,insert
tb4082,taelin,belter,f,may 30 1985,samoa,peru,pineapple,mac,/bin/tcsh,all
kb9704,kaileah,blumer,f,may 7 1987,rwanda,ghost_white,grapes,windows,/bin/ksh,insert
lt1642,levana,tow,f,august 15 1986,vietnam,mint_cream,oranges,mac,/bin/ksh,select
ks6718,kadidja,silveria,f,july 20 1986,new_zealand,lemon_chiffon,avocados,mac,/bin/csh,all
yb2314,yides,baldini,f,august 27 1993,uruguay,dark_turquoise,bananas,windows,/bin/ksh,execute
rr7327,rhealee,roesler,f,june 26 1989,czech_republic,medium_spring_green,grapes,windows,/bin/tcsh,select
nm7709,naimal,mixon,f,march 12 1994,tanzania,dark_orange,blueberries,mac,/bin/tcsh,delete
is7366,inola,shiels,f,april 22 1986,trinidad_and_tobago,linen,cherries,windows,/bin/bash,insert
lz5738,lis,zhang,f,june 15 1994,croatia,thistle,cherries,windows,/bin/ksh,all
vw5128,venelope,willoughby,f,june 4 1994,israel,pale_turquoise,grapes,windows,/bin/csh,drop
jg2821,jovy,galeas,f,february 12 1999,czech_republic,slate_gray,pears,windows,/bin/csh,execute
ab9587,annalicia,boivin,f,june 21 1999,portugal,burlywood,grapes,mac,/bin/bash,execute
lg3039,lynnix,giorgi,f,july 20 1985,zambia,rosy_brown,mangoes,windows,/bin/bash,update
mr7106,merit,rauda,f,january 1 1989,great_britain,dark_gray,avocados,windows,/bin/tcsh,select
kz8917,kenai,zellers,f,march 20 1998,argentina,medium_turquoise,pineapple,windows,/bin/tcsh,create
ra4080,ruhi,aymond,f,september 27 1997,azerbaijan,light_goldenrod,apples,windows,/bin/bash,insert
kp9593,kacy,pearlstein,f,may 28 1986,uruguay,medium_blue,peaches,mac,/bin/csh,all
mh6680,maleia,havel,f,july 18 1992,bahrain,thistle,watermelon,mac,/bin/ksh,execute
nm8153,nashlie,mckeel,f,february 27 1995,mongolia,brown,avocados,mac,/bin/ksh,all
es9556,evony,schor,f,february 3 1985,great_britain,salmon,pineapple,mac,/bin/tcsh,select
ak9914,analie,kalb,f,july 20 1989,georgia,red,nectarines,windows,/bin/ksh,select
jt5233,javayah,tinkler,f,january 11 1994,greece,midnight_blue,pears,windows,/bin/tcsh,execute
kw7303,kharie,wagler,f,november 22 1985,china,dark_slate_gray,raspberries,mac,/bin/csh,select
ml5143,marisa,leitz,f,march 26 1992,liechtenstein,salmon,avocados,windows,/bin/tcsh,all
zf4826,zelie,fazekas,f,september 19 1991,uganda,light_blue,nectarines,windows,/bin/bash,execute
mf2546,mayva,fasnacht,f,april 19 1995,georgia,dark_cyan,blackberries,windows,/bin/bash,select
gc5055,gwenavere,colledge,f,january 24 1996,iran,dark_sea_green,peaches,windows,/bin/bash,execute
pc1695,polette,carrier,f,december 8 1986,dominican_republic,cadet_blue,raspberries,windows,/bin/ksh,execute
ih2252,indiya,holahan,f,august 6 1998,china,dark_magenta,strawberries,windows,/bin/ksh,create
mc6355,meryam,carollo,f,october 10 1998,pakistan,midnight_blue,nectarines,mac,/bin/ksh,drop
sb8481,sugey,burley,f,october 5 1996,canada,lemon_chiffon,peaches,mac,/bin/tcsh,all
ba9977,brinsley,ahsan,f,february 1 1996,spain,pale_violet_red,strawberries,mac,/bin/csh,delete
ch2788,caidence,hubler,f,march 19 1992,israel,sea_green,nectarines,windows,/bin/csh,select
vh1735,viridian,hibler,f,may 11 1986,new_zealand,cornsilk,raspberries,mac,/bin/bash,insert
bd7901,breann,dusek,f,april 3 1988,ethiopia,snow,mangoes,windows,/bin/tcsh,create
he9524,hadassa,emmerich,f,may 6 1994,moldova,crimson,apples,mac,/bin/ksh,create
yg7182,yar,gasca,f,april 16 1988,belarus,medium_slate_blue,mangoes,mac,/bin/tcsh,delete
ld5174,leydi,dimas,f,october 20 1997,norway,slate_blue,raspberries,mac,/bin/csh,drop
dt2101,deari,thiel,f,july 2 1989,belarus,tomato,lemons,mac,/bin/tcsh,drop
oa6363,ozzy,alberti,f,january 9 1985,serbia,medium_turquoise,grapes,windows,/bin/tcsh,create
cb5292,carmelle,behn,f,june 30 1993,moldova,light_pink,pineapple,mac,/bin/ksh,delete
rf4069,rashelle,fujiwara,f,august 18 1996,hungary,dark_orchid,blackberries,mac,/bin/bash,execute
kb5187,keysi,beckley,f,august 1 1998,canada,black,grapes,mac,/bin/csh,execute
mc4484,mikaya,casique,f,august 22 1986,china,light_gray,peaches,windows,/bin/csh,select
db4971,darla,bucholtz,f,december 15 1992,uruguay,sandy_brown,nectarines,mac,/bin/tcsh,delete
rg4313,rumor,gora,f,april 21 1990,namibia,light_goldenrod,pineapple,windows,/bin/tcsh,delete
zc6139,zareena,cosper,f,april 27 1989,nigeria,dark_orange,nectarines,windows,/bin/ksh,delete
ld8106,lylianna,deridder,f,april 21 1988,rwanda,medium_slate_blue,apples,windows,/bin/tcsh,insert
fb1545,fanta,benedict,f,january 10 1999,guyana,pale_green,cantaloupe,windows,/bin/bash,drop
lj7569,lavayah,jahner,f,november 29 1995,estonia,salmon,blueberries,windows,/bin/ksh,all
bc9465,briar,cung,f,june 22 1988,japan,pink,apples,windows,/bin/bash,update
hw6372,hadara,wolfram,f,july 5 1999,guatemala,dark_blue,plums,windows,/bin/csh,select
bv5321,bellamy,vega,f,june 21 1987,romania,orange,avocados,mac,/bin/tcsh,delete
sm3300,silvia,mcgeary,f,september 17 1987,indonesia,lavender_blush,cantaloupe,mac,/bin/ksh,all
iw4405,ilham,walder,f,march 4 1985,austria,chartreuse,apples,mac,/bin/ksh,create
cs8018,charlea,schrantz,f,august 30 1990,south_korea,bisque,avocados,windows,/bin/csh,all
mw7455,mele,wilker,f,march 20 1986,bulgaria,sea_green,peaches,windows,/bin/ksh,execute
ef7205,evalyse,friedberg,f,july 15 1999,philippines,light_sky_blue,cantaloupe,mac,/bin/tcsh,update
lc7706,livvy,cecchini,f,january 24 1991,sao_tome_and_principe,light_sky_blue,plums,windows,/bin/ksh,execute
sm6327,stormi,muldoon,f,february 23 1997,malaysia,pale_violet_red,avocados,windows,/bin/ksh,execute
sd9537,syren,dorothy,f,april 15 1991,burkina_faso,light_salmon,blackberries,windows,/bin/csh,update
et5686,elleni,tse,f,december 6 1998,brazil,dark_orchid,grapes,mac,/bin/csh,all
jd1755,jalexi,dicken,f,february 24 1986,indonesia,blanched_almond,watermelon,windows,/bin/bash,update
zl4896,zaylee,likens,f,february 18 1991,kuwait,red,watermelon,windows,/bin/tcsh,insert
ta4086,tionne,agner,f,august 10 1998,botswana,linen,cherries,mac,/bin/bash,create
mg3096,melisa,gathright,f,october 29 1989,trinidad_and_tobago,sandy_brown,apples,mac,/bin/csh,select
ro9508,raelin,okafor,f,september 2 1986,ghana,aquamarine,limes,mac,/bin/bash,drop
fr4161,forest,roble,f,may 28 1990,kuwait,royal_blue,oranges,windows,/bin/csh,select
eb9011,eleni,berardi,f,may 16 1996,bahrain,moccasin,blueberries,windows,/bin/tcsh,update
jd8467,jina,dirks,f,may 1 1989,morocco,snow,watermelon,windows,/bin/bash,all
to4378,teriyah,ottman,f,july 27 1998,latvia,peru,bananas,mac,/bin/ksh,insert
ap8236,anabel,penning,f,october 2 1993,trinidad_and_tobago,sea_green,oranges,windows,/bin/csh,execute
kl6102,khadeejah,linville,f,december 4 1996,bahamas,dim_gray,blackberries,mac,/bin/ksh,execute
im6246,isha,mesidor,f,september 7 1991,uzbekistan,dodger_blue,pears,windows,/bin/ksh,delete
ad6083,aarohi,diefenbach,f,march 12 1998,barbados,navajo_white,blueberries,mac,/bin/bash,delete
mk3045,mattalyn,kozik,f,july 22 1985,egypt,violet,cherries,windows,/bin/csh,create
ts7567,taren,shon,f,november 2 1991,slovakia,light_salmon,apples,mac,/bin/csh,delete
am6635,aritza,makela,f,october 27 1990,united_states,royal_blue,cantaloupe,mac,/bin/ksh,select
js7377,jenevie,saner,f,december 5 1990,bulgaria,light_sea_green,pineapple,windows,/bin/ksh,select
ns4454,natia,saelee,f,may 11 1990,slovakia,web_maroon,mangoes,mac,/bin/tcsh,delete
al8651,avee,lao,f,may 19 1998,bahrain,dark_goldenrod,bananas,windows,/bin/tcsh,drop
dc2661,dallana,cardosa,f,december 30 1990,ecuador,thistle,cantaloupe,windows,/bin/tcsh,drop
cl8842,chiara,lowrey,f,october 8 1997,chad,blue,pears,windows,/bin/ksh,update
ms9909,mazlyn,solberg,f,october 20 1985,costa_rica,pink,raspberries,windows,/bin/tcsh,select
mj3502,mikenzie,jaros,f,may 30 1993,burundi,light_pink,grapes,mac,/bin/csh,drop
sl9883,skylah,lauren,f,march 6 1990,brazil,dark_magenta,nectarines,windows,/bin/csh,execute
jm3819,joana,mathis,f,october 2 1992,pakistan,sea_green,peaches,windows,/bin/csh,delete
jz9329,jalayna,zhai,f,august 7 1999,cayman_islands,dark_sea_green,raspberries,mac,/bin/csh,insert
ph4745,peighton,hayslett,f,may 12 1993,new_zealand,thistle,nectarines,mac,/bin/ksh,delete
ew5882,emmily,warneke,f,january 2 1994,czech_republic,indian_red,lemons,windows,/bin/ksh,insert
ag9146,avarey,gess,f,february 21 1998,liberia,light_green,bananas,mac,/bin/tcsh,execute
me5460,mayzlee,efaw,f,september 26 1997,slovakia,green_yellow,plums,mac,/bin/bash,all
as7834,alissa,shingler,f,august 29 1997,the_gambia,khaki,mangoes,windows,/bin/tcsh,insert
pg9901,pria,gusman,f,july 25 1991,ecuador,dark_slate_gray,pineapple,windows,/bin/tcsh,all
ml6088,magda,leoni,f,march 20 1996,slovakia,olive,blueberries,windows,/bin/bash,select
jh9941,jaylanie,hoel,f,october 14 1999,grenada,medium_orchid,cantaloupe,mac,/bin/csh,update
lv7964,lucile,vanpelt,f,november 18 1990,niger,dark_cyan,watermelon,windows,/bin/tcsh,drop
gh1349,guinevere,haake,f,december 22 1987,chad,light_blue,plums,mac,/bin/csh,drop
lt2221,lakeyn,tolan,f,december 18 1995,peru,silver,blueberries,mac,/bin/tcsh,all
jc7127,jerney,constantin,f,september 10 1997,botswana,plum,cherries,mac,/bin/csh,delete
li4261,lyndsay,ihle,f,february 18 1993,great_britain,gainsboro,blackberries,windows,/bin/bash,all
lc9887,lanasia,conkling,f,march 23 1998,singapore,bisque,watermelon,windows,/bin/csh,update
ev7981,elsey,vecchio,f,october 12 1988,kenya,lime_green,lemons,windows,/bin/ksh,update
ag7352,ashton,grunewald,f,december 2 1994,north_korea,goldenrod,apples,windows,/bin/tcsh,insert
ls1938,leona,siegmund,f,june 4 1996,portugal,goldenrod,blueberries,mac,/bin/bash,insert
ie5562,ikora,ellingwood,f,july 5 1995,great_britain,black,oranges,windows,/bin/tcsh,drop
ch7648,cahri,heiden,f,march 22 1987,barbados,dark_orange,grapes,windows,/bin/bash,update
gg8144,gwyneth,galaviz,f,july 29 1997,burkina_faso,light_gray,nectarines,windows,/bin/tcsh,create
at3803,aidelyn,trumble,f,june 16 1997,czech_republic,linen,blackberries,mac,/bin/csh,create
js2533,jaylis,schuessler,f,march 26 1988,malaysia,yellow_green,pears,mac,/bin/bash,create
ms2428,mckynzie,sechrist,f,july 24 1994,pakistan,ivory,limes,mac,/bin/csh,create
sd8683,seher,delahunt,f,december 3 1994,malaysia,light_goldenrod,watermelon,mac,/bin/ksh,select
cd4874,claudia,decamp,f,october 29 1985,argentina,floral_white,blueberries,windows,/bin/bash,execute
od9206,onna,darin,f,november 5 1998,uganda,chartreuse,apples,mac,/bin/bash,insert
vm3053,vivi,marker,f,november 4 1996,austria,peru,avocados,mac,/bin/csh,all
nk1094,nina,kreps,f,june 13 1997,ivory_coast,medium_sea_green,nectarines,windows,/bin/bash,execute
kw2672,kiyara,wagstaff,f,april 19 1987,austria,dim_gray,grapes,windows,/bin/tcsh,delete
ar7632,assa,reighard,f,october 27 1988,cyprus,papaya_whip,plums,mac,/bin/tcsh,delete
ss2124,sheila,scherer,f,april 9 1993,mexico,crimson,nectarines,mac,/bin/bash,insert
mt3129,meryem,tabarez,f,april 24 1999,united_states,fuchsia,oranges,windows,/bin/tcsh,drop
zb7122,ziggy,boroughs,f,april 28 1985,puerto_rico,gold,lemons,windows,/bin/tcsh,create
vv8913,varnika,vohs,f,december 8 1985,austria,black,mangoes,mac,/bin/ksh,select
fm1613,fox,mehmedovic,f,july 28 1987,guatemala,brown,avocados,windows,/bin/tcsh,select
hp2741,hartlynn,porath,f,march 16 1999,czech_republic,sea_green,grapes,mac,/bin/ksh,update
tp1195,tasmia,probst,f,january 8 1988,iceland,crimson,oranges,windows,/bin/bash,delete
ab5909,anisa,berggren,f,march 13 1995,cyprus,dark_khaki,avocados,mac,/bin/tcsh,insert
rm5124,raelyne,mccreight,f,july 18 1991,ivory_coast,dark_violet,grapes,windows,/bin/ksh,create
de6684,desiree,espindola,f,february 16 1997,serbia,light_gray,bananas,windows,/bin/csh,insert
kr9717,kayslee,romig,f,april 8 1986,mexico,fuchsia,apples,windows,/bin/csh,select
hp6473,haddy,padilla,f,october 28 1995,spain,thistle,cherries,windows,/bin/bash,insert
